nitrogenio,fosforo,potassio,umidade,ph,plantio
32,48,18,56.40226277,5.993513566,MothBeans
29,44,20,63.56222995,8.620107545,MothBeans
25,51,18,54.82130787,9.45949344,MothBeans
10,44,24,43.02151392,8.0344125,MothBeans
23,35,18,47.36534833,5.414492777,MothBeans
9,60,23,57.17377029,6.276004336,MothBeans
3,58,21,46.82652785,9.160691747,MothBeans
22,42,22,56.96640758,7.887658711,MothBeans
12,39,21,62.85948245,8.183844843,MothBeans
39,36,22,60.50320928,9.072011412,MothBeans
32,41,16,61.39451307,7.702287236,MothBeans
30,41,15,44.17085032,5.88509677,MothBeans
19,36,22,58.55363573,6.16496284,MothBeans
4,46,15,62.40392519,3.504752314,MothBeans
21,39,20,52.3003173,7.388007483,MothBeans
35,57,25,42.26206161,8.340398059,MothBeans
22,55,24,57.30636014,8.66077954,MothBeans
35,51,17,49.84213387,3.558822825,MothBeans
17,56,17,45.41393636,5.9565851,MothBeans
28,57,17,61.58245338,9.416003106,MothBeans
22,36,16,50.77148138,8.18422855,MothBeans
11,41,19,41.81420849,5.131779302,MothBeans
38,38,18,61.18749126,6.294130313,MothBeans
23,37,24,44.2252605,7.991902443,MothBeans
25,35,20,43.35365671,8.923095695,MothBeans
40,45,20,57.69622912,6.878498176,MothBeans
23,58,19,58.25204566,5.243634849,MothBeans
2,56,23,59.79023382,7.550090941,MothBeans
3,56,17,53.50567601,8.709291688,MothBeans
26,51,25,52.62741529,7.792508068,MothBeans
39,42,20,61.25353851,8.055908858,MothBeans
27,59,20,52.60950014,4.397698806,MothBeans
24,45,19,48.8246387,5.952384957,MothBeans
7,40,17,40.92604945,8.532078733,MothBeans
15,45,23,61.43378674,7.224193642,MothBeans
26,52,23,49.60384796,4.931890506,MothBeans
20,45,16,54.61813464,4.626212446,MothBeans
34,54,24,41.55934359,5.026003659,MothBeans
19,51,25,48.23991436,3.5253661,MothBeans
29,41,21,62.84916863,8.86979671,MothBeans
20,50,22,46.42693735,9.406887533,MothBeans
11,40,23,63.04749127,5.80428611,MothBeans
15,54,15,57.03184356,8.35495812,MothBeans
35,55,22,52.62696801,8.634929739,MothBeans
9,59,25,60.16299493,7.699200949,MothBeans
40,45,18,55.20522037,5.261285926,MothBeans
35,38,19,63.18180319,9.112771682,MothBeans
14,58,17,59.96664731,4.605700542,MothBeans
40,55,18,40.5926071,7.115994051,MothBeans
18,36,23,53.76623369,7.214078621,MothBeans
35,52,15,61.14754363,9.93509073,MothBeans
4,59,22,49.00323081,8.914074888,MothBeans
22,51,16,61.34900107,8.639586199,MothBeans
33,47,17,48.27531965,8.621514073,MothBeans
2,51,17,45.96341933,5.838508699,MothBeans
16,51,21,49.9767522,3.532008668,MothBeans
19,55,20,87.80507732,7.18530147,MungBean
8,54,20,80.77275974,7.034214276,MungBean
36,55,20,84.34262707,6.635968698,MungBean
10,56,16,81.04554836,6.828187499,MungBean
22,56,17,87.32761241,6.89077995,MungBean
9,57,24,89.71503316,7.165121109,MungBean
34,59,23,83.24855855,6.935804256,MungBean
31,51,25,85.5701901,7.196774236,MungBean
0,49,18,87.93598094,6.990095452,MungBean
21,39,20,82.1193047,7.064782138,MungBean
28,35,22,86.73346018,7.156563094,MungBean
17,52,17,86.45147631,6.364967184,MungBean
24,42,23,82.35916228,6.428054409,MungBean
28,46,16,84.96089355,6.664187809,MungBean
21,38,21,86.45193297,6.637677489,MungBean
34,60,25,85.16906976,6.79385576,MungBean
19,53,22,80.4513142,6.852884643,MungBean
31,58,15,84.96771717,7.121571293,MungBean
19,35,24,83.64274107,6.883308033,MungBean
24,53,17,89.07866095,6.421271178,MungBean
13,47,20,87.93724219,6.54450214,MungBean
31,53,16,85.81675947,6.452006451,MungBean
28,45,23,80.29868321,6.489259136,MungBean
31,37,21,86.404241,6.713410626,MungBean
33,60,15,81.67085323,6.510840928,MungBean
34,45,21,82.60629652,6.287380117,MungBean
13,57,25,86.20681554,6.86308576,MungBean
33,57,17,88.71782287,6.78415271,MungBean
32,57,22,87.50436797,6.769415888,MungBean
23,59,25,88.73100226,6.320768488,MungBean
35,41,18,81.59200689,6.705008504,MungBean
6,48,24,84.61431076,6.790736339,MungBean
29,36,25,88.4393979,7.130278657,MungBean
4,36,22,86.13316408,7.012740397,MungBean
10,59,22,86.99495766,7.155685016,MungBean
14,48,21,84.80084105,6.991242362,MungBean
8,50,21,89.1148059,6.218923893,MungBean
20,40,15,88.07505524,7.199495368,MungBean
36,43,22,87.16679147,6.389882166,MungBean
14,57,15,83.14796296,6.623438282,MungBean
11,60,23,88.50229102,7.033012777,MungBean
10,59,15,89.30428305,6.32400451,MungBean
7,60,25,82.76020821,6.397636709,MungBean
2,47,15,85.99127934,6.401455706,MungBean
20,45,22,89.9939693,6.904587016,MungBean
2,39,15,82.9116472,6.478557136,MungBean
27,40,24,89.99615558,7.063022095,MungBean
35,48,15,87.4512669,6.981758362,MungBean
4,59,25,81.94268594,6.227134139,MungBean
1,48,24,85.60472562,6.232836962,MungBean
36,43,21,84.8593608,7.140437859,MungBean
11,46,24,89.80650642,6.459252023,MungBean
34,47,19,85.44815232,6.568795404,MungBean
21,44,18,86.89934108,7.12851089,MungBean
17,58,20,85.91625451,6.42937879,MungBean
25,40,21,81.13903037,6.248900919,MungBean
2,38,18,89.92908171,6.619891498,MungBean
9,48,20,84.28187572,6.377568542,MungBean
37,49,25,85.85384444,6.415459592,MungBean
36,38,15,87.59810657,6.320662012,MungBean
40,58,15,87.60890009,6.978400282,MungBean
30,44,16,82.89166381,6.442335593,MungBean
1,59,23,87.17649,7.184398832,MungBean
9,48,22,87.09979549,6.402926221,MungBean
14,41,17,88.48312598,7.085982325,MungBean
35,52,19,89.89593328,6.698574085,MungBean
31,48,17,86.94206817,6.594739424,MungBean
4,41,20,83.8001509,6.647965508,MungBean
30,37,25,80.14487166,7.120032489,MungBean
9,35,20,80.98004661,6.91380932,MungBean
20,41,20,89.4875022,7.073048264,MungBean
37,50,23,88.48587386,6.5304707,MungBean
34,35,21,82.67639542,6.684381357,MungBean
14,37,15,83.97586797,6.581351374,MungBean
23,39,22,81.97952224,6.86483915,MungBean
5,45,21,88.00989267,6.487124217,MungBean
22,37,20,86.49366929,6.605733068,MungBean
40,51,17,86.12194568,6.860602782,MungBean
27,56,20,87.11497805,6.41874299,MungBean
31,40,22,86.16063492,6.365513634,MungBean
38,36,21,84.8845732,6.556372966,MungBean
6,37,17,80.35005927,6.760694228,MungBean
6,47,18,80.28038146,6.715276663,MungBean
24,44,17,80.03499648,6.666380512,MungBean
25,59,19,83.6869203,6.626629798,MungBean
32,56,21,88.66663953,6.702772465,MungBean
8,45,18,85.42058715,7.011030515,MungBean
19,39,17,81.8009244,6.890156495,MungBean
39,37,15,83.78911515,6.821747052,MungBean
33,37,19,86.5543196,7.183189922,MungBean
26,54,17,88.9570454,6.27258822,MungBean
21,51,15,89.1886954,6.679127482,MungBean
22,54,20,83.63802195,6.689825155,MungBean
29,45,16,87.91332682,6.583381939,MungBean
4,40,21,80.45744422,6.725551062,MungBean
10,37,22,89.12760359,7.069747814,MungBean
4,44,19,83.52706038,6.921993878,MungBean
20,45,17,83.69659318,6.770955317,MungBean
23,45,23,86.69133979,6.983130466,MungBean
25,48,21,83.48991368,6.267684328,MungBean
56,79,15,63.19915325,7.454532137,Blackgram
25,62,21,68.13999721,7.040056094,Blackgram
42,61,22,62.28814857,7.418650668,Blackgram
42,73,25,67.21113844,6.501869314,Blackgram
44,58,18,65.06601664,6.814410928,Blackgram
50,55,16,65.33538112,7.581442888,Blackgram
35,72,21,64.28791388,7.741418772,Blackgram
30,64,20,61.57072498,6.573531614,Blackgram
27,64,21,68.68401492,7.543804223,Blackgram
50,74,17,63.36085585,6.5408208,Blackgram
39,73,24,61.18235808,7.22405917,Blackgram
57,67,25,66.61452812,7.551364319,Blackgram
52,63,19,68.32176769,6.928898659,Blackgram
55,66,22,68.79427388,7.747775263,Blackgram
51,56,18,64.2097765,6.706505915,Blackgram
36,66,15,69.34811988,6.668238556,Blackgram
59,55,19,62.51007687,7.332375138,Blackgram
50,58,23,62.50460464,7.596802025,Blackgram
30,65,25,64.59457409,7.70650895,Blackgram
20,62,18,64.98742947,7.366542647,Blackgram
58,71,15,67.5861883,6.919243702,Blackgram
25,71,24,60.44848407,7.187721818,Blackgram
52,71,16,68.53997144,7.075886472,Blackgram
40,63,18,67.66323804,6.74441168,Blackgram
20,60,25,69.09047809,6.726469088,Blackgram
48,61,21,61.69295127,6.628264883,Blackgram
49,68,22,61.53278622,7.127064207,Blackgram
48,62,15,66.6379724,7.538631462,Blackgram
32,66,17,65.26774011,7.162357641,Blackgram
21,63,22,67.72837887,6.859409487,Blackgram
20,72,19,64.34848735,7.397190844,Blackgram
25,65,21,68.59232289,6.880245789,Blackgram
41,78,21,60.37332688,6.581313137,Blackgram
53,67,17,69.01852894,7.296972161,Blackgram
39,60,21,63.59948557,6.97297656,Blackgram
25,76,17,68.63525428,7.241148507,Blackgram
21,78,19,66.76017239,6.92009048,Blackgram
57,60,17,67.88521396,7.504608385,Blackgram
56,75,15,60.06534859,7.152272256,Blackgram
49,72,15,67.83563765,7.137004749,Blackgram
24,80,19,69.0854554,6.808041722,Blackgram
49,76,18,67.7017527,7.393631868,Blackgram
28,68,19,61.38597868,7.69950698,Blackgram
55,78,21,62.93692886,6.602888249,Blackgram
50,64,25,63.37230676,6.734447425,Blackgram
34,80,19,63.0563645,6.521217963,Blackgram
20,68,23,63.95425534,7.707332484,Blackgram
55,67,16,69.69366426,6.596719015,Blackgram
23,70,15,63.11296779,7.403623355,Blackgram
53,74,15,64.94329356,7.517097,Blackgram
26,67,16,67.90577375,7.17620823,Blackgram
33,80,22,65.71765781,6.593961761,Blackgram
37,79,19,69.3478631,7.143942758,Blackgram
33,75,21,68.93875631,6.690655045,Blackgram
22,55,20,69.96100028,7.423530351,Blackgram
20,68,17,60.11680815,6.578714843,Blackgram
43,68,20,66.17587668,7.497469256,Blackgram
44,76,22,68.01232937,7.775306272,Blackgram
34,60,16,64.24992106,7.322555223,Blackgram
21,72,17,66.55723677,7.580527339,Blackgram
25,68,19,64.25510719,7.108450121,Blackgram
41,62,15,64.14928485,7.358974541,Blackgram
28,65,23,61.88871127,7.405176138,Blackgram
35,64,15,63.53604453,6.500144962,Blackgram
52,58,16,61.14508627,7.167435834,Blackgram
58,75,25,61.36669662,7.261791753,Blackgram
34,66,19,60.18122078,7.586642101,Blackgram
52,70,16,66.60416867,7.534811833,Blackgram
23,57,19,67.99803573,7.251000789,Blackgram
42,58,25,62.90020977,6.513620918,Blackgram
37,62,17,69.84354028,7.121254928,Blackgram
44,75,22,64.14800537,7.574561547,Blackgram
21,80,20,68.27085245,7.350869792,Blackgram
56,76,16,61.18956161,7.513151076,Blackgram
29,76,15,64.2020154,7.025607706,Blackgram
43,61,20,61.61367264,6.804253866,Blackgram
55,60,15,68.77994074,7.163043872,Blackgram
44,63,15,64.51136845,7.338929556,Blackgram
29,67,21,63.38789228,6.621323612,Blackgram
47,63,16,67.10464369,6.661870999,Blackgram
40,68,17,65.14877461,7.733149554,Blackgram
58,61,15,64.23364112,7.402891666,Blackgram
41,74,18,61.02701476,6.599147298,Blackgram
58,79,17,66.10123083,7.04174124,Blackgram
27,62,24,66.770943,7.353876754,Blackgram
27,60,17,63.64698302,7.026795359,Blackgram
52,65,20,66.15665137,6.814301033,Blackgram
44,55,25,65.91359954,7.42160832,Blackgram
21,62,24,62.73317204,6.847382891,Blackgram
60,59,22,66.74217464,7.191522601,Blackgram
33,77,21,65.62971858,7.01285529,Blackgram
59,58,17,66.31394098,7.368318809,Blackgram
29,63,17,67.88811637,7.26154329,Blackgram
59,63,18,60.13263713,6.52669158,Blackgram
29,70,15,63.54718862,6.872594461,Blackgram
58,73,16,65.67718163,6.874142175,Blackgram
55,77,22,62.99303471,7.76061831,Blackgram
42,79,23,63.29103387,6.781841984,Blackgram
44,77,21,61.3009051,7.326980454,Blackgram
38,62,25,67.77954584,7.453975408,Blackgram
32,76,15,63.49802189,7.604110177,Lentil
13,61,22,63.27771461,7.728832424,Lentil
38,60,20,60.63872613,7.491217102,Lentil
11,74,17,69.92375891,6.633864582,Lentil
37,71,16,68.51966729,7.324863481,Lentil
29,71,18,62.13873825,6.410441476,Lentil
2,72,18,60.97876599,7.836719564,Lentil
6,59,21,66.14007674,6.139215944,Lentil
13,64,20,62.57526895,6.590571088,Lentil
8,58,17,69.15640149,7.286049978,Lentil
6,77,20,60.2816298,6.058306161,Lentil
2,75,22,61.78779413,6.658605362,Lentil
3,69,23,63.18832976,7.299360767,Lentil
27,80,24,61.77336343,7.815210661,Lentil
39,78,15,62.60136323,5.925391795,Lentil
40,79,17,63.18738532,6.403683619,Lentil
37,62,22,61.62313345,7.397546271,Lentil
31,60,24,65.8567539,7.722335992,Lentil
22,67,22,64.49166566,7.475926645,Lentil
3,78,18,68.65257685,6.887130053,Lentil
4,80,16,68.01965728,7.441976825,Lentil
13,61,24,69.6897615,7.629910253,Lentil
12,66,20,63.41785982,7.336117221,Lentil
4,61,21,60.09116626,6.75020529,Lentil
9,60,21,67.31323084,7.52178027,Lentil
18,66,22,67.55109024,6.347379185,Lentil
32,56,18,65.84395319,7.135251532,Lentil
6,72,15,66.70897237,7.670178119,Lentil
15,77,20,66.92642362,7.399749291,Lentil
0,65,24,62.44616219,7.841496029,Lentil
30,79,22,69.48515056,6.254216611,Lentil
3,63,16,61.18458224,6.868881708,Lentil
2,78,23,66.43934593,7.320514721,Lentil
10,78,18,62.70637578,6.296976913,Lentil
14,67,25,60.85993533,7.241151936,Lentil
39,65,23,69.12613376,7.685959305,Lentil
19,72,15,69.76112921,6.890760124,Lentil
18,57,21,63.93927841,6.155915975,Lentil
31,58,15,60.19461399,6.167855382,Lentil
28,58,25,62.04814951,6.861640036,Lentil
5,65,19,68.10365387,6.978361689,Lentil
16,65,19,69.29786244,7.043160241,Lentil
34,65,19,63.22011726,5.94239222,Lentil
14,69,19,63.68128841,7.239455147,Lentil
22,55,16,68.03209183,6.516317561,Lentil
24,61,17,65.44544859,6.233269045,Lentil
2,79,15,65.47227704,7.505283615,Lentil
26,63,17,65.73085206,6.950300686,Lentil
27,61,15,67.10004577,6.958054839,Lentil
24,70,16,68.93307305,6.54803469,Lentil
13,74,25,61.09533545,6.461618577,Lentil
6,64,23,67.40460704,7.065264073,Lentil
12,58,23,63.39503184,6.765091462,Lentil
32,79,22,63.46170674,5.91645379,Lentil
6,68,18,62.50453062,6.711341147,Lentil
10,79,20,66.895409,6.379881442,Lentil
38,77,22,69.3159965,6.313284268,Lentil
17,74,17,69.55863145,7.393210848,Lentil
26,68,24,64.07691942,7.504930973,Lentil
23,75,17,64.00213929,7.198076286,Lentil
32,78,22,62.35557553,7.007037515,Lentil
19,79,19,67.76252583,6.677262562,Lentil
22,60,18,61.28633405,6.74398035,Lentil
28,69,16,66.29327012,6.547361618,Lentil
1,67,21,60.53657684,6.551577598,Lentil
12,67,23,63.14909763,6.585020303,Lentil
36,67,20,60.47528931,6.924042372,Lentil
28,70,21,60.4989659,7.437373666,Lentil
12,71,19,60.71367427,7.142611056,Lentil
22,68,16,63.20915034,7.74672376,Lentil
26,66,22,65.1034354,6.300479414,Lentil
16,65,16,62.45851612,6.078724107,Lentil
14,59,22,67.89815262,6.76660668,Lentil
33,59,19,62.74710773,7.641024177,Lentil
21,63,17,68.17543102,6.559681838,Lentil
0,69,21,61.88321072,7.072923306,Lentil
10,75,17,68.05394959,7.732194788,Lentil
30,61,18,67.02664337,6.157782589,Lentil
0,74,17,64.50515776,7.240988401,Lentil
35,74,22,62.96841833,6.898905799,Lentil
7,63,24,64.45268309,6.818681086,Lentil
9,56,17,66.7729209,6.261937875,Lentil
14,74,15,65.57653373,6.493036868,Lentil
14,76,20,62.10652364,7.042474679,Lentil
36,65,16,64.1123333,7.692013657,Lentil
28,67,21,63.73086065,6.250994223,Lentil
28,79,16,60.26854183,6.052184881,Lentil
40,61,22,65.8108757,7.002216044,Lentil
10,70,19,68.98088448,7.272427638,Lentil
12,80,19,65.21662467,5.962001484,Lentil
37,77,20,68.70533022,7.080506001,Lentil
0,67,22,69.4073209,6.593798387,Lentil
7,73,25,63.13215259,7.28805662,Lentil
10,56,18,68.6428593,7.32710972,Lentil
39,70,15,63.90164154,6.366355781,Lentil
26,56,22,60.424786,7.011121216,Lentil
9,77,17,63.58337146,6.280725549,Lentil
4,59,19,67.62779652,7.621494566,Lentil
34,73,15,63.83179889,7.630424083,Lentil
33,77,15,66.32102048,7.802212437,Lentil
2,24,38,91.63536236,5.922935513,Pomegranate
6,18,37,89.93701023,5.937649578,Pomegranate
8,26,36,87.4024767,6.804781106,Pomegranate
37,18,39,94.5110662,6.424670614,Pomegranate
0,27,38,89.90147027,6.738016221,Pomegranate
31,25,38,92.40501423,6.497366677,Pomegranate
21,21,38,89.3259486,6.327673765,Pomegranate
6,30,40,91.45498527,6.36137446,Pomegranate
25,27,41,94.27659596,6.923509371,Pomegranate
15,11,38,92.68328358,6.630646083,Pomegranate
14,5,36,85.19098079,5.832525853,Pomegranate
16,10,41,85.63608688,6.738993954,Pomegranate
36,7,37,86.35590206,5.782435567,Pomegranate
4,20,41,93.7974061,6.537042717,Pomegranate
29,22,40,89.73266695,6.145104401,Pomegranate
16,15,42,89.08935702,6.890784045,Pomegranate
18,27,41,92.30882391,7.175344328,Pomegranate
11,18,42,94.88267728,5.938528744,Pomegranate
5,15,38,88.16779129,5.709380472,Pomegranate
18,23,44,89.61794165,6.184400085,Pomegranate
9,8,40,89.9224883,6.553509673,Pomegranate
40,27,45,94.79397419,5.885638185,Pomegranate
22,23,44,89.31505137,6.143874691,Pomegranate
9,16,39,91.11927248,6.101198974,Pomegranate
12,29,40,89.75272999,6.594037135,Pomegranate
0,17,42,91.19442671,6.859840821,Pomegranate
2,21,44,87.31290342,6.56893406,Pomegranate
28,6,40,91.34039616,6.769855664,Pomegranate
8,23,44,89.68919664,7.130837931,Pomegranate
29,16,36,88.92944254,5.740338002,Pomegranate
17,18,43,90.83687246,5.843005428,Pomegranate
34,21,42,89.93457597,6.648687274,Pomegranate
21,23,42,90.29751796,6.902751061,Pomegranate
25,17,40,87.74938524,6.608023872,Pomegranate
8,25,36,94.95031368,6.828522375,Pomegranate
26,18,42,89.64934166,6.910374919,Pomegranate
4,19,42,87.84034604,6.306605528,Pomegranate
36,24,41,94.25702672,7.009180374,Pomegranate
5,24,40,93.87030088,6.297907579,Pomegranate
19,17,39,85.56083187,6.728599215,Pomegranate
39,30,38,87.59629625,6.965156738,Pomegranate
5,29,44,93.0569505,5.578095745,Pomegranate
4,24,43,88.1508343,7.199504273,Pomegranate
38,21,35,89.38003827,5.841367187,Pomegranate
37,11,36,85.56033312,6.710143266,Pomegranate
9,25,41,91.90842992,5.972714857,Pomegranate
29,22,43,87.95158129,5.561851831,Pomegranate
5,21,38,90.3396556,6.107054808,Pomegranate
22,26,38,85.12912161,6.988035315,Pomegranate
4,18,37,85.40695044,7.13147457,Pomegranate
21,6,41,89.39686219,7.086947687,Pomegranate
29,21,45,93.13277,6.749260456,Pomegranate
23,5,44,94.26304717,7.16300467,Pomegranate
13,7,43,91.12282162,7.013481515,Pomegranate
5,13,37,89.7870345,5.648243649,Pomegranate
27,24,41,90.88292835,6.610251186,Pomegranate
7,23,35,88.71691157,7.054313823,Pomegranate
12,20,39,86.19740917,6.026999326,Pomegranate
4,19,43,93.14554876,5.779427402,Pomegranate
3,9,45,89.61850203,6.535244251,Pomegranate
1,27,36,93.34236582,5.684995235,Pomegranate
23,30,44,85.42912869,6.12476108,Pomegranate
24,21,42,87.22815682,6.999014379,Pomegranate
13,30,37,91.61793636,6.277148771,Pomegranate
40,11,44,86.10874614,6.322396027,Pomegranate
21,9,40,90.64498715,5.956401828,Pomegranate
3,27,44,92.03009222,6.591302797,Pomegranate
40,29,42,89.01574455,7.104094929,Pomegranate
14,25,40,90.97819712,6.407872061,Pomegranate
38,14,37,94.63612858,6.658402594,Pomegranate
34,9,36,86.34233767,6.276038961,Pomegranate
32,14,37,88.48567856,6.825256236,Pomegranate
18,21,35,94.94330457,6.368560522,Pomegranate
8,23,38,87.1775172,7.005410734,Pomegranate
15,6,41,88.83768149,6.897368477,Pomegranate
0,5,36,90.88612388,6.152906502,Pomegranate
22,9,44,88.87651295,5.744361602,Pomegranate
14,8,43,94.46485312,7.051654924,Pomegranate
31,11,45,86.88738076,6.034612928,Pomegranate
39,17,45,90.42177379,6.924490731,Pomegranate
10,5,42,91.08706822,6.887005997,Pomegranate
8,28,38,94.42971362,6.8444019,Pomegranate
32,13,42,92.97527546,5.786058032,Pomegranate
18,9,40,89.02127045,5.627186257,Pomegranate
20,27,41,92.51675903,5.700088663,Pomegranate
39,25,36,94.99897537,5.567805185,Pomegranate
20,7,45,89.24126808,6.077886012,Pomegranate
11,10,45,88.45577158,6.397995609,Pomegranate
40,18,43,86.79058496,5.767372539,Pomegranate
3,26,39,91.19431555,7.079973241,Pomegranate
9,16,36,92.93386903,5.893332378,Pomegranate
30,20,38,93.16343942,7.058222596,Pomegranate
40,9,41,85.4017118,5.78270695,Pomegranate
40,30,35,91.07776977,6.269663963,Pomegranate
32,25,35,85.70786282,5.892913826,Pomegranate
33,23,45,85.83618191,7.116538883,Pomegranate
4,14,41,89.80732335,6.430163481,Pomegranate
13,17,45,92.65058936,7.159520979,Pomegranate
39,24,39,93.32657504,6.431265737,Pomegranate
8,28,37,86.20613842,6.082571701,Pomegranate
91,94,46,76.24900101,6.149934034,Banana
105,95,50,83.67675197,5.849076099,Banana
108,92,53,82.96221306,6.276800323,Banana
86,76,54,80.11585705,5.926824754,Banana
80,77,49,79.39654531,5.519088423,Banana
93,94,53,84.42379269,6.079178788,Banana
90,92,55,80.18546798,6.13465588,Banana
108,89,53,78.06762846,5.808497604,Banana
108,88,55,83.390039,5.891458107,Banana
105,77,52,76.16151562,5.816622479,Banana
118,88,52,82.68752542,5.843163161,Banana
101,87,54,76.50045221,6.376756633,Banana
95,75,50,75.26429821,5.623615687,Banana
106,85,53,78.8086068,5.91505509,Banana
86,95,49,78.04602887,6.458714879,Banana
83,79,55,83.34688193,5.565028635,Banana
85,95,47,78.3422098,6.211833161,Banana
109,79,45,79.68542782,6.490074429,Banana
100,76,45,75.94067692,5.590236025,Banana
117,86,48,82.54195839,6.225225239,Banana
114,94,53,76.8532006,6.190757459,Banana
110,78,50,78.89864446,5.915568968,Banana
94,70,48,84.88394407,6.195152442,Banana
80,71,47,80.79783998,6.156373499,Banana
114,79,51,82.34429458,6.313197204,Banana
88,78,45,79.19588629,6.324270089,Banana
112,73,48,77.32017166,5.707488987,Banana
117,76,47,77.38229006,6.119216009,Banana
111,87,48,81.36028902,5.571401169,Banana
89,83,47,77.79586769,5.63127166,Banana
93,91,47,83.31110751,6.101241579,Banana
92,81,52,81.4654833,6.438137279,Banana
105,74,45,81.38204104,6.098369122,Banana
102,71,48,79.28693687,5.695267822,Banana
94,91,51,76.67484233,5.618094446,Banana
116,71,47,82.0638878,6.435785799,Banana
117,79,49,82.36208097,6.176644228,Banana
119,72,55,83.33983116,6.220643671,Banana
99,73,53,81.06003778,5.871702211,Banana
91,84,52,78.71024836,6.390741836,Banana
80,90,47,79.35898915,6.21084479,Banana
101,70,48,75.03193255,6.012696655,Banana
108,89,53,80.18080728,5.908770059,Banana
100,80,52,77.25629897,6.049801781,Banana
109,91,53,83.51014178,6.010095853,Banana
82,78,46,84.97323747,5.738678895,Banana
106,70,55,78.52399914,5.74055541,Banana
90,86,52,81.95580471,5.793260262,Banana
83,95,50,77.79913575,5.50947065,Banana
119,90,48,79.59242542,5.986442306,Banana
107,72,45,81.54448882,5.790768046,Banana
116,81,55,83.6995044,5.915546415,Banana
101,75,50,81.40740301,6.242528278,Banana
93,81,50,76.57853189,6.036079266,Banana
95,75,45,82.95958244,5.829898502,Banana
107,71,55,83.96754496,6.088064451,Banana
83,94,47,81.10523402,6.469370954,Banana
102,73,54,84.41007614,5.720726906,Banana
86,79,45,82.69285419,5.80766417,Banana
117,86,53,83.55829874,5.703381728,Banana
111,79,53,75.77363772,6.165001278,Banana
95,74,50,80.47152737,6.002481605,Banana
91,75,55,76.11239849,6.212369363,Banana
93,83,46,83.50423735,5.765308943,Banana
92,85,51,81.08183635,5.740764682,Banana
104,80,54,81.33506906,5.879119455,Banana
103,72,51,81.81365007,6.099478745,Banana
92,75,45,77.95192527,5.674403359,Banana
93,85,49,79.28625709,5.694243847,Banana
120,87,52,76.05522115,5.905494703,Banana
108,72,46,84.97849241,6.110844721,Banana
105,88,54,84.51194224,6.020445317,Banana
98,79,50,84.47321314,6.435917308,Banana
111,88,55,78.34971537,5.505393833,Banana
97,74,45,78.51833782,5.677719902,Banana
95,82,48,83.31172003,5.719014989,Banana
89,91,55,80.261731,6.275572298,Banana
89,85,55,76.48541655,6.275384607,Banana
118,88,51,79.49221962,6.201911642,Banana
101,92,45,80.6430384,5.758054257,Banana
99,92,47,77.48247073,6.323933647,Banana
82,77,46,82.1888998,5.901100841,Banana
90,86,55,84.15403614,5.644486582,Banana
95,88,52,78.90085998,6.235461772,Banana
104,73,46,80.1190228,6.28236237,Banana
